iter	species	sum1	sum10	sum30	ba	ba10	agb	gpp	npp	rday	rnight	rstem	litterfall
1	Pouteria_retinervis	9700.8	0	0	0	0	0	0	0	0	0	0	0
1	Pouteria_singularis	9708	0	0	0	0	0	0	0	0	0	0	0
1	Pouteria_torta	9719.84	0	0	0	0	0	0	0	0	0	0	0
1	Pradosia_cochlearia	9720.96	0	0	0	0	0	0	0	0	0	0	0
1	Pradosia_ptychandra	9736	0	0	0	0	0	0	0	0	0	0	0
1	Protium_apiculatum	9737.28	0	0	0	0	0	0	0	0	0	0	0
1	Protium_cuneatum	9739.2	0	0	0	0	0	0	0	0	0	0	0
1	Protium_decandrum	9761.12	0	0	0	0	0	0	0	0	0	0	0
1	Protium_gallicum	9775.04	0	0	0	0	0	0	0	0	0	0	0
1	Protium_guianense	9782.4	0	0	0	0	0	0	0	0	0	0	0
1	Protium_morii	9782.88	0	0	0	0	0	0	0	0	0	0	0
1	Protium_opacum	9803.68	0	0	0	0	0	0	0	0	0	0	0
1	Protium_sagotianum	9818.4	0	0	0	0	0	0	0	0	0	0	0
1	Protium_subserratum	9819.2	0	0	0	0	0	0	0	0	0	0	0
1	Protium_tenuifolium	9822.88	0	0	0	0	0	0	0	0	0	0	0
1	Protium_trifoliolatum	9825.76	0	0	0	0	0	0	0	0	0	0	0
1	Pseudopiptadenia_psilostachya	9826.08	0	0	0	0	0	0	0	0	0	0	0
1	Pseudoxandra_cuspidata	9833.12	0	0	0	0	0	0	0	0	0	0	0
1	Qualea_rosea	9847.04	0	0	0	0	0	0	0	0	0	0	0
1	Quararibea_duckei	9847.2	0	0	0	0	0	0	0	0	0	0	0
1	Rhodostemonodaphne_grandis	9850.08	0	0	0	0	0	0	0	0	0	0	0
1	Sacoglottis_guianensis	9851.04	0	0	0	0	0	0	0	0	0	0	0
1	Schefflera_decaphylla	9852.64	0	0	0	0	0	0	0	0	0	0	0
1	Sextonia_rubra	9854.72	0	0	0	0	0	0	0	0	0	0	0
1	Simaba_polyphylla	9856.32	0	0	0	0	0	0	0	0	0	0	0
1	Siparuna_pachyantha	9859.2	0	0	0	0	0	0	0	0	0	0	0
1	Sloanea_brevipes	9859.36	0	0	0	0	0	0	0	0	0	0	0
1	Sterculia_pruriens	9870.08	0	0	0	0	0	0	0	0	0	0	0
1	Sterculia_speciosa	9874.72	0	0	0	0	0	0	0	0	0	0	0
1	Symphonia_globulifera	9876.32	0	0	0	0	0	0	0	0	0	0	0
1	Symplocos_martinicensis	9876.8	0	0	0	0	0	0	0	0	0	0	0
1	Tachigali_bracteolata	9877.44	0	0	0	0	0	0	0	0	0	0	0
1	Tachigali_paraensis	9880.16	0	0	0	0	0	0	0	0	0	0	0
1	Talisia_simaboides	9881.92	0	0	0	0	0	0	0	0	0	0	0
1	Tapirira_guianensis	9882.56	0	0	0	0	0	0	0	0	0	0	0
1	Tetragastris_altissima	9883.2	0	0	0	0	0	0	0	0	0	0	0
1	Tetragastris_panamensis	9883.84	0	0	0	0	0	0	0	0	0	0	0
1	Theobroma_subincanum	9887.52	0	0	0	0	0	0	0	0	0	0	0
1	Thyrsodium_guianense	9887.52	0	0	0	0	0	0	0	0	0	0	0
1	Thyrsodium_puberulum	9891.36	0	0	0	0	0	0	0	0	0	0	0
1	Trichilia_cipo	9892.96	0	0	0	0	0	0	0	0	0	0	0
1	Trymatococcus_oligandrus	9893.92	0	0	0	0	0	0	0	0	0	0	0
1	Unonopsis_rufescens	9896.64	0	0	0	0	0	0	0	0	0	0	0
1	Virola_kwatae	9897.76	0	0	0	0	0	0	0	0	0	0	0
1	Virola_michelii	9906.72	0	0	0	0	0	0	0	0	0	0	0
1	Virola_multicostata	9906.88	0	0	0	0	0	0	0	0	0	0	0
1	Vochysia_guianensis	9907.2	0	0	0	0	0	0	0	0	0	0	0
1	Vouacapoua_americana	9916.16	0	0	0	0	0	0	0	0	0	0	0
1	Xylopia_nitida	9911.84	0	0	1.30578	0	1025	1.07541	0.583233	0.0531775	0.106407	0.00190104	0.160632
2	Abarema_jupunba	279.52	0	0	0	0	0	0	0	0	0	0	0
2	Amaioua_guianensis	445.28	0	0	0	0	0	0	0	0	0	0	0
2	Anacardium_spruceanum	569.44	0	0	0	0	0	0	0	0	0	0	0
2	Astronium_lecointei	607.04	0	0	0	0	0	0	0	0	0	0	0
2	Bagassa_guianensis	645.44	0	0	0	0	0	0	0	0	0	0	0
2	Bocoa_prouacensis	1274.72	0	0	0	0	0	0	0	0	0	0	0
2	Brosimum_guianense	1584.48	0	0	0	0	0	0	0	0	0	0	0
2	Brosimum_rubescens	1770.24	0	0	0	0	0	0	0	0	0	0	0
2	Buchenavia_guianensis	1789.76	0	0	0	0	0	0	0	0	0	0	0
2	Byrsonima_laevigata	1907.52	0	0	0	0	0	0	0	0	0	0	0
2	Capparis_maroniensis	1919.2	0	0	0	0	0	0	0	0	0	0	0
2	Carapa_procera	2633.76	0	0	0	0	0	0	0	0	0	0	0
