iter	sum1	sum10	sum30	ba	ba10	agb	gpp	npp	rday	rnight	rstem	litterfall
166	3.50361e+06	794.222	0	15.8674	8.46495	72385	3.81325	1.60185	0.295307	0.571659	0.150726	0.554031
167	3.52544e+06	798.222	0	15.8916	8.5498	72692.4	3.21367	1.24909	0.259364	0.554207	0.140613	0.557278
168	3.55156e+06	801.333	0	15.9213	8.6232	73006.5	3.20212	1.28691	0.248252	0.52724	0.134781	0.5588
169	3.57775e+06	804	0	15.9564	8.68977	73328.8	3.03781	1.17909	0.244052	0.524382	0.135125	0.558219
170	3.60312e+06	806.222	0	15.9981	8.75448	73671.2	3.13657	1.26227	0.243795	0.515338	0.130961	0.555834
171	3.62324e+06	809.778	0	16.0354	8.8323	74015.2	3.20929	1.29901	0.249142	0.517837	0.136638	0.552735
172	3.63902e+06	811.556	0	16.0553	8.89339	74282.9	3.13887	1.23981	0.247525	0.529792	0.135841	0.549904
173	3.65349e+06	814.667	0	16.0782	8.97091	74587.1	3.26541	1.34921	0.244167	0.513112	0.135824	0.547415
174	3.6668e+06	818.222	0	16.114	9.05801	74968.9	3.43362	1.4508	0.250907	0.518531	0.138967	0.545776
175	3.68053e+06	823.556	0	16.1474	9.16642	75375.9	3.7239	1.61304	0.274364	0.529732	0.143273	0.545009
176	3.69513e+06	829.333	0	16.2147	9.2873	75954	3.97557	1.73188	0.292733	0.555646	0.153549	0.545978
177	3.71254e+06	834.667	0	16.2647	9.39535	76413.3	4.01095	1.71148	0.304742	0.57906	0.161198	0.54796
178	3.73251e+06	839.111	0	16.3146	9.49696	76865	3.8154	1.5974	0.295876	0.572742	0.154715	0.551077
179	3.75708e+06	840.889	0	16.338	9.56155	77162.7	3.21254	1.2429	0.259802	0.555201	0.144253	0.554308
180	3.78481e+06	843.556	0	16.3515	9.62539	77387	3.19738	1.27903	0.248506	0.527891	0.13816	0.555096
181	3.81323e+06	846.222	0	16.3919	9.69193	77723.3	3.03577	1.17291	0.24434	0.525089	0.138559	0.554729
182	3.83875e+06	848.444	0	16.4275	9.75693	78046.9	3.13351	1.25476	0.244222	0.5164	0.134456	0.552615
183	3.85903e+06	851.111	0	16.4595	9.82568	78355.3	3.20734	1.29244	0.249524	0.518746	0.1402	0.549612
184	3.87563e+06	853.778	0	16.4892	9.89296	78660.9	3.13809	1.23381	0.247968	0.53086	0.139414	0.547082
185	3.89066e+06	855.111	0	16.5293	9.95701	79032.2	3.26527	1.34331	0.244711	0.514398	0.139498	0.545027
186	3.90334e+06	856	0	16.5627	10.022	79395.9	3.43105	1.44322	0.251422	0.519787	0.142683	0.543427
187	3.91748e+06	858.222	0	16.6079	10.1076	79853.8	3.72118	1.60507	0.274931	0.531033	0.147148	0.542747
188	3.9315e+06	862.667	0	16.6575	10.2175	80358.1	3.97162	1.72349	0.293119	0.556574	0.157561	0.543429
189	3.9498e+06	868	0	16.7243	10.3355	80929.3	4.01402	1.70632	0.305552	0.580748	0.165635	0.545991
190	3.96937e+06	871.556	0	16.7816	10.4336	81442.6	3.81923	1.59222	0.296849	0.57481	0.159084	0.549505
191	3.99342e+06	872	0	16.7984	10.4901	81724.3	3.21622	1.23845	0.260601	0.557048	0.148278	0.552506
192	4.02157e+06	874.222	0	16.8399	10.5566	82082.1	3.20609	1.27702	0.249674	0.530508	0.142164	0.554087
193	4.04882e+06	875.111	0	16.8574	10.6054	82319.6	3.03912	1.16807	0.245278	0.527274	0.142416	0.553191
194	4.07348e+06	876.444	0	16.8983	10.6623	82661.7	3.13964	1.25213	0.245139	0.518446	0.138176	0.551043
195	4.09518e+06	877.333	0	16.9367	10.7169	82995.2	3.21456	1.2899	0.250587	0.521085	0.144138	0.54823
196	4.11432e+06	879.111	0	16.9663	10.7777	83306.1	3.14584	1.23124	0.249133	0.533484	0.143361	0.545913
197	4.12811e+06	880.444	0	16.9898	10.8401	83618.6	3.27209	1.34029	0.245828	0.516875	0.143388	0.543866
198	4.1408e+06	881.778	0	17.0353	10.9077	84035.1	3.4401	1.44168	0.252557	0.522234	0.14668	0.542341
199	4.15362e+06	884.444	0	17.0829	10.9963	84502.2	3.73097	1.60396	0.276112	0.53342	0.151242	0.541664
200	4.16928e+06	886.667	0	17.1438	11.0894	85056.1	3.98091	1.72153	0.294376	0.559079	0.161961	0.542552
201	4.18629e+06	889.333	0	17.1797	11.1809	85488.5	4.01549	1.70034	0.306333	0.582363	0.169985	0.544376
202	4.20678e+06	891.111	0	17.2217	11.2635	85928.4	3.82068	1.58748	0.297372	0.575876	0.163152	0.547522
203	4.23181e+06	892.444	0	17.2376	11.3228	86202.8	3.21614	1.23339	0.260955	0.557877	0.152022	0.5504
204	4.25994e+06	892.889	0	17.2574	11.3738	86485.1	3.20509	1.27205	0.249909	0.531066	0.145526	0.551742
205	4.28841e+06	893.333	0	17.2867	11.419	86774.2	3.03971	1.16396	0.245599	0.528001	0.14585	0.551052
206	4.3135e+06	893.778	0	17.3082	11.4658	87042.1	3.13729	1.24672	0.245303	0.518865	0.141341	0.548625
207	4.33681e+06	894.667	0	17.352	11.5221	87416.4	3.21344	1.28476	0.250877	0.521745	0.147486	0.546074
208	4.35499e+06	895.556	0	17.3765	11.5755	87705.9	3.14431	1.22621	0.249337	0.533978	0.14664	0.543526
209	4.37e+06	897.333	0	17.4085	11.6422	88064.9	3.27173	1.33611	0.24602	0.517305	0.146712	0.541547
210	4.38374e+06	897.333	0	17.4413	11.7014	88450.3	3.44134	1.4381	0.252859	0.522904	0.15009	0.540083
211	4.39797e+06	898.222	0	17.4413	11.7693	88717.8	3.72927	1.59876	0.276302	0.533842	0.154529	0.539007
212	4.41327e+06	900.444	0	17.4899	11.8638	89243.3	3.98286	1.71844	0.294642	0.559583	0.165461	0.539949
213	4.43341e+06	903.111	0	17.5351	11.9608	89743.7	4.02123	1.69858	0.306941	0.583541	0.173808	0.542363
214	4.45392e+06	904	0	17.5863	12.0349	90231.9	3.82495	1.58505	0.297902	0.576964	0.166789	0.545627
215	4.48045e+06	904.444	0	17.5996	12.0877	90510.4	3.22014	1.23113	0.261406	0.55889	0.155418	0.548565
216	4.50904e+06	904.889	0	17.6223	12.139	90804.4	3.20881	1.27042	0.250204	0.531721	0.148632	0.5499
217	4.53826e+06	906.222	0	17.6546	12.1937	91120.6	3.04332	1.16181	0.245995	0.528899	0.148997	0.549362
218	4.56267e+06	907.111	0	17.6809	12.2466	91422.8	3.14322	1.24644	0.245698	0.519688	0.144339	0.547027
219	4.58678e+06	907.556	0	17.707	12.2972	91723.3	3.21801	1.28371	0.251178	0.522389	0.150523	0.544069
220	4.60488e+06	908.889	0	17.7314	12.3534	92026.9	3.15074	1.22597	0.249765	0.534898	0.149673	0.541619
221	4.62148e+06	909.333	0	17.764	12.4089	92384.3	3.27822	1.3357	0.246503	0.518378	0.14976	0.539778
222	4.63566e+06	910.222	0	17.7787	12.4683	92671	3.44456	1.4361	0.253167	0.523601	0.153046	0.537752
223	4.64855e+06	912	0	17.8252	12.5516	93160.8	3.74089	1.60093	0.277066	0.53535	0.157869	0.537408
224	4.66617e+06	913.333	0	17.8786	12.6387	93695.4	3.99284	1.71917	0.295417	0.56115	0.169025	0.538469
225	4.68404e+06	914.222	0	17.9199	12.7188	94183	4.03003	1.69908	0.307475	0.584622	0.177473	0.540632
226	4.70643e+06	916	0	17.975	12.802	94695.2	3.83292	1.58518	0.298389	0.577969	0.170355	0.543913
227	4.73184e+06	916	0	18.002	12.8499	95019.3	3.22478	1.22947	0.261779	0.559766	0.158768	0.54677
228	4.76268e+06	915.111	0	18.0134	12.8804	95230.7	3.20864	1.26707	0.250204	0.531792	0.151568	0.547532
229	4.79258e+06	914.222	0	18.0258	12.9136	95455.9	3.04368	1.15927	0.245887	0.528716	0.151825	0.546475
230	4.81789e+06	913.778	0	18.0461	12.953	95720.2	3.14325	1.24406	0.24554	0.519377	0.146995	0.544084
231	4.84164e+06	913.778	0	18.0856	13.0008	96079.9	3.22005	1.28205	0.251168	0.522385	0.153378	0.541362
