iter	nbdead_n1	nbdead_n10	nbTreefall1	nbTreefall10
1018	326.72	0.64	0	0
1019	373.28	0.96	0	0
1020	370.08	0.8	0	0
1021	353.12	0.16	0	0
1022	300	0.48	0	0
1023	248.8	0.32	0	0
1024	209.28	0.32	0	0
1025	172.8	0.48	0	0
1026	168.16	0.16	0	0
1027	180.64	0.16	0	0
1028	204.32	0.48	0	0
1029	243.04	0.32	0	0
1030	322.56	0.96	0	0
1031	373.44	1.12	0	0
1032	378.88	0.32	0	0
1033	349.28	0.32	0	0
1034	298.56	0.32	0	0
1035	251.84	0.96	0	0
1036	205.6	0.32	0	0
1037	172.96	0.48	0	0
1038	159.52	0.32	0	0
1039	170.08	0.48	0	0
1040	196.32	0.8	0	0
1041	240.96	0.16	0	0
1042	331.2	0.48	0	0
1043	388.16	0.64	0	0
1044	368.64	0.64	0	0
1045	362.24	0.8	0	0
1046	296.64	0.48	0	0
1047	247.36	0.32	0	0
1048	197.6	0.32	0	0
1049	173.12	0.8	0	0
1050	166.4	0.16	0	0
1051	171.2	0.32	0	0
1052	199.68	0.64	0	0
1053	235.84	0.16	0	0
1054	326.24	0.32	0	0
1055	384.64	0.32	0	0
1056	361.44	0.16	0	0
1057	370.08	0.16	0	0
1058	317.92	0.32	0	0
1059	246.88	0.32	0	0
1060	195.04	0.96	0	0
1061	153.12	0.48	0	0
1062	152.96	0.32	0	0
1063	171.52	0.48	0	0
1064	199.2	0.32	0	0
1065	245.44	0.48	0	0
1066	328.32	0.32	0	0
1067	389.12	0.32	0	0
1068	374.72	0.32	0	0
1069	354.72	0.32	0	0
1070	305.44	0.32	0	0
1071	247.36	0.16	0	0
1072	205.28	0.96	0	0
1073	165.12	0.32	0	0
1074	166.24	0.32	0	0
1075	182.24	0.48	0	0
1076	214.4	0.8	0	0
1077	238.72	0.48	0	0
1078	325.6	0.16	0	0
1079	367.68	0.8	0	0
1080	383.84	0.48	0	0
1081	349.44	0	0	0
1082	289.28	0.32	0	0
1083	247.68	0.48	0	0
1084	197.12	0.48	0	0
1085	171.84	0.8	0	0
1086	156.48	0.64	0	0
1087	178.08	0.48	0	0
1088	201.12	0.64	0	0
1089	251.52	0.48	0	0
1090	327.68	0.16	0	0
1091	367.52	0.48	0	0
1092	374.72	0.32	0	0
1093	353.12	0.64	0	0
1094	309.12	0.16	0	0
1095	251.68	0.48	0	0
1096	196.48	0.48	0	0
1097	168.64	0.32	0	0
1098	165.28	0.32	0	0
1099	166.08	0.16	0	0
1100	202.56	0.16	0	0
1101	243.84	0.8	0	0
1102	326.24	0.64	0	0
1103	376.32	0.32	0	0
1104	391.52	0.32	0	0
1105	351.52	0.16	0	0
1106	298.56	0.48	0	0
1107	240.48	0.16	0	0
1108	190.56	0.32	0	0
1109	160.8	0	0	0
1110	168.8	0.32	0	0
1111	175.84	0.16	0	0
1112	207.52	0	0	0
1113	245.44	0.16	0	0
1114	326.24	0.8	0	0
1115	371.52	0.32	0	0
1116	368.16	0.64	0	0
1117	347.2	0.48	0	0
1118	300.16	0.8	0	0
1119	246.24	0.16	0	0
1120	202.24	0.48	0	0
1121	170.72	0.64	0	0
1122	169.28	0	0	0
1123	174.08	0.16	0	0
1124	194.88	1.44	0	0
1125	256.64	0.64	0	0
1126	315.2	0	0	0
1127	384.16	0.32	0	0
1128	375.84	0.32	0	0
1129	344.64	0.16	0	0
1130	308.8	0.32	0	0
1131	250.4	0.16	0	0
1132	192	0.16	0	0
1133	163.36	0.64	0	0
1134	167.52	0.32	0	0
1135	181.12	0.48	0	0
1136	211.2	0.16	0	0
1137	245.12	0.64	0	0
1138	324.8	0.64	0	0
1139	388.96	0.64	0	0
1140	374.08	0.64	0	0
1141	341.92	0.64	0	0
1142	303.84	0.64	0	0
1143	247.36	0.64	0	0
1144	196.96	0	0	0
1145	168	0.16	0	0
1146	159.2	0.48	0	0
1147	174.56	0.16	0	0
1148	208.32	0.64	0	0
1149	259.2	0.32	0	0
1150	324.96	0	0	0
1151	394.4	0.16	0	0
1152	362.24	0.32	0	0
1153	359.04	0.64	0	0
1154	302.72	0.32	0	0
1155	240.32	0.8	0	0
1156	207.68	0.16	0	0
1157	160.8	0.48	0	0
1158	152.32	0.16	0	0
1159	180	0.48	0	0
1160	208.16	0.96	0	0
1161	244.32	0.48	0	0
1162	323.2	0.16	0	0
1163	380.16	0.48	0	0
1164	386.4	0.16	0	0
1165	364.8	0.32	0	0
1166	291.52	0.16	0	0
1167	254.72	0.48	0	0
1168	196.96	0.32	0	0
1169	168	0.16	0	0
1170	161.76	0.64	0	0
1171	184.32	0.16	0	0
1172	201.28	0.48	0	0
1173	248.16	0.16	0	0
1174	324.48	0.48	0	0
1175	382.88	0.16	0	0
1176	370.88	0.48	0	0
1177	359.36	0.48	0	0
1178	298.88	0.16	0	0
1179	241.76	0.48	0	0
1180	200.32	0.16	0	0
1181	166.56	0.16	0	0
1182	163.36	0.16	0	0
1183	178.08	0.8	0	0
1184	200.64	0.48	0	0
1185	243.04	0.8	0	0
1186	333.6	0.48	0	0
1187	374.24	0.64	0	0
1188	377.28	0	0	0
1189	361.6	0.64	0	0
1190	309.12	0	0	0
1191	248.32	0.32	0	0
1192	198.4	0	0	0
1193	168.48	0.16	0	0
1194	152.96	0.96	0	0
1195	187.04	0.16	0	0
1196	190.72	0.16	0	0
1197	254.4	0.16	0	0
1198	334.88	0.16	0	0
1199	370.08	0.64	0	0
1200	374.24	0.16	0	0
1201	362.56	0.64	0	0
1202	309.6	0.16	0	0
1203	247.68	0.16	0	0
1204	203.04	0.8	0	0
1205	161.92	0.16	0	0
1206	158.08	0.16	0	0
1207	169.6	0.32	0	0
1208	214.72	0.48	0	0
1209	256.64	0.8	0	0
1210	328	0.48	0	0
1211	370.4	0.16	0	0
1212	390.08	0.32	0	0
1213	350.4	0.32	0	0
1214	311.04	0.48	0	0
1215	241.12	0.16	0	0
1216	186.4	0.32	0	0
1217	172.32	0.32	0	0
1218	168.48	0.64	0	0
1219	178.56	0.48	0	0
1220	203.2	0.16	0	0
1221	245.28	0.16	0	0
1222	324.32	0.16	0	0
1223	381.6	0.64	0	0
1224	398.24	0.64	0	0
1225	353.12	0.48	0	0
1226	294.08	0	0	0
1227	249.6	0	0	0
1228	205.44	0.32	0	0
1229	165.92	0.48	0	0
1230	163.52	0.32	0	0
1231	170.56	0.48	0	0
1232	218.56	0.96	0	0
1233	236.48	0.16	0	0
1234	335.36	0.16	0	0
1235	371.04	0.32	0	0
1236	374.24	0.48	0	0
1237	359.04	0.16	0	0
1238	302.88	0.64	0	0
1239	242.72	0.16	0	0
1240	204.48	0	0	0
1241	162.08	0.64	0	0
1242	162.08	0.32	0	0
1243	178.08	0.16	0	0
1244	202.72	0	0	0
1245	254.88	0.32	0	0
1246	340.16	0.32	0	0
1247	382.08	0.48	0	0
1248	381.76	0.48	0	0
1249	340.96	0.32	0	0
1250	302.08	0.32	0	0
1251	257.44	0.32	0	0
1252	197.28	0.16	0	0
1253	173.44	0.48	0	0
1254	163.04	0.16	0	0
1255	174.4	0.96	0	0
1256	212.16	0.32	0	0
1257	245.76	0.32	0	0
1258	327.84	0.32	0	0
1259	383.2	0.32	0	0
1260	393.28	0.48	0	0
1261	352.8	0	0	0
1262	299.68	0.8	0	0
1263	261.6	0.32	0	0
1264	206.08	0.48	0	0
1265	166.08	0.32	0	0
1266	159.36	0.32	0	0
1267	179.2	0.32	0	0
1268	210.08	0.48	0	0
1269	248.8	0.48	0	0
1270	325.44	0.16	0	0
1271	379.52	0.64	0	0
1272	389.6	0	0	0
1273	349.92	0.16	0	0
1274	304.96	0.16	0	0
1275	245.92	0	0	0
1276	220.64	0	0	0
1277	172.64	0.64	0	0
1278	159.52	0.64	0	0
1279	186.88	0.48	0	0
1280	216	0.32	0	0
1281	238.4	0.64	0	0
1282	336.64	0.48	0	0
1283	381.76	0.48	0	0
1284	392.32	0.64	0	0
1285	355.36	0.16	0	0
1286	298.88	0.16	0	0
1287	254.08	0.16	0	0
1288	202.08	0.64	0	0
1289	167.36	0.64	0	0
1290	168.96	0.48	0.16	0.16
1291	182.72	0.16	1.28	0
1292	213.44	0.16	0.96	0
1293	257.12	0.48	1.12	0
1294	331.84	0.16	0.16	0
1295	376.64	0.32	0	0
1296	382.24	0.16	0	0
1297	367.84	0.8	0	0
1298	305.12	0.16	0	0
1299	245.92	0.32	0	0
1300	192	0.16	0	0
1301	170.72	0.48	0	0
1302	167.68	0.16	0	0
1303	172.96	0.16	0	0
1304	213.6	0.16	0	0
1305	246.56	0.32	0	0
1306	336.64	0.16	0	0
1307	384.64	0.32	0	0
1308	384.8	0.48	0	0
1309	361.6	0.64	0	0
1310	314.24	0.16	0	0
1311	248.32	0.48	0	0
1312	192.32	0.32	0	0
1313	165.28	0.32	0	0
1314	166.72	0.16	0	0
1315	173.6	0.16	0	0
1316	208.64	0.48	0	0
1317	241.6	0.16	0	0
1318	315.68	0.8	0	0
1319	395.36	0.16	0	0
1320	388.64	0.32	0	0
1321	353.6	0.48	0	0
1322	308.16	0.32	0	0
1323	247.36	0	0	0
1324	212.48	0.16	0	0
1325	169.28	0.48	0	0
1326	166.08	0.48	0	0
1327	190.72	0	0	0
1328	203.2	0.48	0	0
1329	249.44	0.64	0	0
1330	328	0	0	0
1331	372.32	0.32	0	0
1332	380.32	0	0	0
1333	361.28	0.32	0	0
1334	306.4	0.32	0	0
1335	260.48	0.48	0	0
1336	207.2	0.48	0	0
1337	173.12	0.32	0	0
1338	163.68	0.16	0	0
1339	181.76	0.16	0	0
1340	204	0.16	0	0
1341	251.68	0.64	0	0
1342	334.88	0.48	0	0
1343	371.04	0.48	0	0
1344	379.36	0.32	0	0
1345	371.04	0.16	0	0
1346	304.16	0	0	0
1347	243.84	0.32	0	0
1348	208.64	0.16	0	0
1349	170.24	0.16	0	0
1350	169.28	0	0	0
1351	184	0.32	0	0
1352	212.48	0.16	0	0
1353	256.16	0.64	0	0
1354	320.16	0.48	0	0
1355	372.8	0.48	0	0
1356	377.28	0.32	0	0
1357	358.56	0.64	0	0
1358	313.92	0.16	0	0
1359	256.96	0.48	0	0
1360	200.64	0.32	0	0
1361	171.36	0.16	0	0
1362	162.56	0.64	0	0
1363	179.36	0	0	0
1364	217.12	0.16	0	0
1365	241.12	0.32	0	0
1366	330.88	0.32	0	0
1367	380.48	0.32	0	0
1368	368.48	0	0	0
1369	364	0.32	0	0
1370	317.28	0.64	0	0
1371	252.16	0.32	0	0
1372	209.28	0.16	0	0
1373	176.32	0.32	0	0
1374	163.52	0.64	0	0
1375	183.2	0.32	0.16	0.16
1376	221.12	0.96	8.48	0.48
1377	273.44	0.32	8.96	0
1378	331.84	0.48	3.52	0
1379	385.12	0.16	0.48	0
1380	371.36	0.16	0	0
1381	361.12	0.32	0	0
1382	314.88	0.16	0	0
1383	245.44	0	0	0
1384	201.6	0.32	0	0
1385	174.08	0.96	0	0
1386	177.6	0.16	0	0
1387	181.92	0.32	0	0
1388	223.04	0.16	0	0
1389	252.64	0.48	0	0
1390	328	0.96	0	0
1391	387.04	0.8	0	0
1392	386.88	0.64	0	0
1393	357.6	0.32	0	0
1394	307.04	0.48	0	0
1395	252	0.32	0	0
1396	202.4	0.32	0	0
1397	178.4	0.32	0	0
1398	164.32	0.64	0	0
1399	184.32	0.8	0	0
1400	211.2	0.16	0	0
1401	244.16	0.96	0	0
1402	334.08	0	0	0
1403	395.04	0.64	0	0
1404	386.72	0	0	0
1405	356.96	0.32	0	0
1406	317.92	0.16	0	0
1407	251.2	0.16	0	0
1408	204.48	0	0	0
1409	174.4	0	0	0
1410	169.44	0	0	0
1411	163.68	0.32	0	0
1412	205.44	0.64	0	0
1413	251.68	0.32	0	0
1414	336	0.64	0	0
1415	396.48	0.48	0	0
1416	403.2	0.64	0	0
1417	361.44	0.32	0	0
1418	304.48	0.48	0	0
1419	246.72	0.16	0	0
1420	195.2	0.16	0	0
1421	180.16	0.48	0	0
1422	156.8	0.16	0	0
1423	179.52	0.32	0	0
1424	210.56	0.64	0	0
1425	243.84	0.16	0	0
1426	340.32	0.64	0	0
1427	392.8	0.32	0	0
1428	392.32	0.48	0	0
1429	372.16	0.64	0	0
1430	316.48	0.16	0	0
1431	249.28	0.16	0	0
1432	198.24	0.16	0	0
1433	163.36	0.64	0.16	0.16
1434	172.64	0.64	8.96	0.48
1435	184	0.32	7.36	0.16
1436	214.88	1.12	2.24	0
1437	255.36	0.32	0.16	0
1438	339.36	0.48	0	0
1439	395.2	0	0	0
1440	372.48	0.16	0	0
1441	355.36	0.16	0	0
1442	315.36	0.32	0.32	0.32
1443	259.84	0.32	13.6	0.16
1444	205.28	0.48	4.64	0
1445	174.4	0	0.8	0
1446	162.24	0	0	0
1447	182.4	0	0	0
1448	214.56	0.8	0	0
1449	258.08	0.32	0	0
1450	334.08	0.8	0.16	0.16
1451	386.24	0.48	2.08	0
1452	387.04	0.16	2.4	0
1453	369.12	0.48	0.32	0
1454	320.32	0.64	0	0
1455	260.48	0.8	0	0
1456	208.16	0.32	0	0
1457	165.76	0.48	0	0
1458	161.44	0.16	0	0
1459	184.96	0.48	0	0
1460	220.64	0.16	0	0
1461	256.64	0.48	0	0
1462	343.36	0.32	0	0
1463	377.6	0.48	0	0
1464	376	0.8	0	0
1465	376.8	0.16	0	0
1466	316	0.64	0	0
1467	245.76	0.32	0	0
1468	214.08	0.32	0	0
1469	172.96	0.64	0	0
1470	167.04	0.16	0	0
1471	184.8	0.48	0	0
1472	212.48	0	0	0
1473	247.36	0.64	0	0
1474	326.56	0.64	0	0
1475	387.04	0	0	0
1476	388	0.64	0	0
1477	381.76	0.32	0	0
1478	312.32	0	0	0
1479	268.96	0.32	0	0
1480	203.04	0.16	0	0
1481	174.24	0.16	0	0
1482	164	0.48	0	0
1483	186.88	0.32	0.16	0.16
1484	212	0.64	9.44	0.16
1485	258.88	0.32	5.44	0
1486	344.8	0.64	2.88	0
1487	389.28	0.16	0.64	0
1488	387.2	0.64	0.96	0
1489	366.4	0.32	0	0
1490	321.76	0.32	0	0
1491	247.52	0.8	0.16	0.16
1492	208.96	0.32	5.76	0.16
1493	174.4	0.48	2.24	0
1494	163.2	0.32	0.64	0
1495	181.6	0.16	1.12	0
1496	214.72	0.64	0.48	0
1497	260.48	0.16	0	0
1498	322.24	0.96	0	0
1499	405.6	0.32	0	0
1500	376.32	0	0	0
1501	361.76	0	0	0
1502	322.4	0.48	0.16	0.16
1503	264.48	0.96	8	0.64
1504	221.76	0.32	10.24	0.16
1505	172	0.48	4.64	0.16
1506	164.16	0.64	1.76	0.32
1507	195.04	0.64	2.4	0
1508	218.4	0.32	0.48	0
1509	247.2	0.64	0	0
1510	337.12	0.16	0	0
1511	392.64	0.16	0	0
1512	387.52	0.16	0	0
1513	367.68	0.48	0	0
1514	316.48	0.16	0	0
1515	254.88	0.48	0	0
1516	208.16	0.48	0	0
1517	174.4	0.48	0	0
1518	159.2	0.48	0.16	0.16
1519	188.48	0.48	3.52	0
1520	222.4	0.64	1.12	0
1521	259.04	0.64	0.64	0
1522	346.08	0.32	0.16	0
1523	398.24	0.32	0	0
1524	398.08	0.32	0.16	0.16
1525	364.96	0.96	0	0
1526	304.64	0.16	0.16	0.16
1527	248.8	0.16	5.12	0
1528	209.92	0.16	1.44	0
1529	173.76	0.16	1.6	0
1530	164.48	0.48	0.16	0.16
1531	192.16	0.16	7.68	0.16
1532	226.72	0.32	2.72	0
1533	251.36	0.16	0.96	0
1534	349.44	0.32	0	0
1535	405.44	0.32	0	0
1536	374.24	0.64	0	0
1537	352.8	0	0	0
1538	313.6	0.16	0	0
1539	258.72	0.32	0	0
1540	212	0.48	0	0
1541	170.08	0.16	0	0
1542	169.28	0.48	0	0
1543	177.28	0.16	0	0
1544	212.96	0.32	0	0
1545	250.08	0.32	0	0
1546	330.88	0.48	0	0
1547	396.16	0.16	0	0
1548	380.64	0.16	0	0
1549	368.32	0.32	0	0
1550	315.2	0.32	0	0
1551	266.72	0	0	0
1552	194.4	0	0	0
1553	174.56	0.64	0	0
1554	171.52	0.16	0	0
1555	189.92	0.48	0	0
1556	228.64	0.48	0	0
