iter	nbdead_n1	nbdead_n10	nbTreefall1	nbTreefall10
138	154.72	0.16	0	0
139	163.52	0.16	0	0
140	178.72	0.64	0	0
141	188.64	0.48	0	0
142	226.56	0.48	0	0
143	256.16	0.16	0	0
144	258.08	0.48	0	0
145	240.48	0.32	0	0
146	209.6	0.64	0	0
147	193.12	0.16	0	0
148	166.56	0.48	0	0
149	155.68	0.48	0	0
150	141.12	0.16	0	0
151	157.12	0.16	0	0
152	170.72	0.16	0	0
153	184.64	0	0	0
154	216.32	0.16	0	0
155	262.4	0.32	0	0
156	257.76	0.32	0	0
157	237.6	0.16	0	0
158	220.8	0.48	0	0
159	190.56	0.16	0	0
160	161.44	0.16	0	0
161	148.64	0.32	0	0
162	144.32	0.48	0	0
163	155.84	0.32	0	0
164	172.96	0.64	0	0
165	184.96	0.32	0	0
166	229.28	0.32	0	0
167	266.88	0.32	0	0
168	263.52	0	0	0
169	250.08	0.48	0	0
170	221.92	0.48	0	0
171	203.36	0.32	0	0
172	156.96	0.32	0	0
173	150.08	0	0	0
174	137.44	0.64	0	0
175	151.84	0.8	0	0
176	167.68	0.16	0	0
177	199.52	0.16	0	0
178	240.48	0.48	0	0
179	255.36	0.48	0	0
180	264.48	0.48	0	0
181	257.92	1.44	0	0
182	219.84	0.48	0	0
183	201.28	0.32	0	0
184	177.6	0.32	0	0
185	139.36	1.12	0	0
186	150.72	0	0	0
187	163.36	0.48	0	0
188	177.92	0.32	0	0
189	194.4	0.64	0	0
190	233.44	0.16	0	0
191	262.08	0.32	0	0
192	272.64	0.48	0	0
193	268.96	0.16	0	0
194	237.76	0.8	0	0
195	208.32	0.48	0	0
196	176	0.16	0	0
197	150.24	0.96	0	0
198	147.2	0.48	0	0
199	152.96	0.32	0	0
200	177.6	0.48	0	0
201	196	0.64	0	0
202	242.08	0.48	0	0
203	275.84	0.64	0	0
204	279.36	0.16	0	0
205	277.28	0.16	0	0
206	245.6	0.32	0	0
207	207.84	0.48	0	0
208	187.2	0.32	0	0
209	157.28	0.32	0	0
210	147.36	0.32	0	0
211	154.72	0.96	0	0
212	184.16	0	0	0
213	194.4	0.96	0	0
214	253.44	0.64	0	0
215	276.16	0.32	0	0
216	285.44	0.64	0	0
217	286.08	0.64	0	0
218	255.68	0.48	0	0
219	206.88	0.16	0	0
220	180.8	0	0	0
221	162.08	0.64	0	0
222	156.8	0.48	0	0
223	151.2	1.44	0	0
224	181.76	0.64	0	0
225	212.32	0.32	0	0
226	258.56	0.48	0	0
227	287.84	0.16	0	0
228	291.68	0.48	0	0
229	275.2	0.48	0	0
230	245.44	0.48	0	0
231	226.72	0.48	0	0
232	188.96	0.8	0	0
233	163.2	0.64	0	0
234	149.76	0.64	0	0
235	168.64	0.64	0	0
236	169.28	0.32	0	0
237	207.04	0.16	0	0
238	259.2	0.32	0	0
239	304.96	0.48	0	0
240	308.8	0.64	0	0
241	286.24	0.16	0	0
242	251.04	0.96	0	0
243	217.28	0.64	0	0
244	184.48	0.8	0	0
245	153.28	0.48	0	0
246	152.16	0.48	0	0
247	158.4	0.16	0	0
248	175.2	0.8	0	0
249	199.2	0.8	0	0
250	272.48	1.44	0	0
251	310.56	0.64	0	0
252	312.64	0.64	0	0
253	289.76	0.48	0	0
254	262.24	0.16	0	0
255	216.32	0.32	0	0
256	192.96	0.32	0	0
257	149.28	0.64	0	0
258	148	0.8	0	0
259	161.28	0.96	0	0
260	184	1.44	0	0
261	206.88	0.48	0	0
262	278.56	1.44	0	0
263	301.28	0.8	0	0
264	317.76	0.48	0	0
265	301.76	0.96	0	0
266	263.52	0.32	0	0
267	222.24	0.48	0	0
268	180.48	0.64	0	0
269	152.96	0.64	0	0
270	142.88	1.12	0	0
271	168.96	0.96	0	0
272	184	1.28	0	0
273	221.6	1.6	0	0
274	274.08	0.64	0	0
275	316.16	0.8	0	0
276	318.72	1.12	0	0
277	307.52	1.76	0	0
278	262.88	0.48	0	0
279	207.68	0.8	0	0
280	183.2	0.96	0	0
281	159.36	0.8	0	0
282	148.96	1.12	0	0
283	161.28	0.32	0	0
284	178.24	1.44	0	0
285	218.24	0.96	0	0
286	296.96	1.44	0	0
287	317.28	1.12	0	0
288	313.12	1.12	0	0
289	302.72	0.16	0	0
290	260.16	1.28	0	0
291	224.64	0.8	0	0
292	180.32	2.08	0	0
293	153.44	0.48	0	0
294	149.76	0.64	0	0
295	173.6	2.24	0	0
296	187.84	1.28	0	0
297	224.64	2.24	0	0
298	282.72	1.44	0	0
299	322.56	0.96	0	0
300	318.56	1.6	0	0
301	312.48	1.12	0	0
302	260.64	1.12	0	0
303	218.24	0.64	0	0
304	195.68	0.96	0	0
305	154.88	0.8	0	0
306	147.68	1.12	0	0
307	167.84	1.92	0	0
308	187.84	1.76	0	0
309	218.4	1.92	0	0
310	285.44	1.12	0	0
311	323.36	1.6	0	0
312	332	1.6	0	0
313	315.04	1.6	0	0
314	274.56	1.6	0	0
315	221.28	0.64	0	0
316	194.56	1.76	0	0
317	156.48	0.32	0	0
318	147.52	1.76	0	0
319	173.76	1.44	0	0
320	200.16	1.92	0	0
321	222.4	1.28	0	0
322	280.64	2.08	0	0
323	323.36	1.6	0	0
324	324.48	1.12	0	0
325	321.92	0.8	0	0
326	270.08	1.6	0	0
327	224.8	1.76	0	0
328	188.16	0.64	0	0
329	149.76	0.16	0	0
330	149.6	0.96	0	0
331	170.24	2.72	0	0
332	190.08	1.6	0	0
333	220.48	2.24	0	0
334	278.56	2.72	0	0
335	335.04	1.6	0	0
336	347.2	2.24	0	0
337	334.72	2.4	0	0
338	281.28	1.44	0	0
339	240.32	1.76	0	0
340	181.28	0.8	0	0
341	155.84	1.28	0	0
342	146.72	1.44	0	0
343	166.4	1.76	0	0
344	192	2.4	0	0
345	220.96	1.12	0	0
346	296.8	1.76	0	0
347	338.56	1.12	0	0
348	331.04	1.44	0	0
349	320.32	1.6	0	0
350	285.6	1.28	0	0
351	232.8	1.28	0	0
352	189.6	1.28	0	0
353	158.56	1.44	0	0
354	152.64	1.6	0	0
355	173.6	2.08	0	0
356	193.28	3.04	0	0
357	232.8	1.28	0	0
358	301.92	1.44	0	0
359	339.68	1.6	0	0
360	323.52	2.08	0	0
361	307.36	1.28	0	0
362	272.8	1.92	0	0
363	229.28	2.08	0	0
364	188.64	0.96	0	0
365	162.88	1.6	0	0
366	149.92	1.12	0	0
367	179.68	2.56	0	0
368	201.44	2.56	0	0
369	237.76	2.88	0	0
370	288.48	0.96	0	0
371	339.84	1.44	0	0
372	328.16	1.44	0	0
373	311.2	1.44	0	0
374	279.2	1.6	0	0
375	225.76	1.76	0	0
376	191.84	1.28	0	0
377	161.12	1.6	0	0
378	151.36	1.44	0	0
379	168.8	1.6	0	0
380	201.6	1.44	0	0
381	236.16	1.28	0	0
382	309.12	1.76	0	0
383	335.68	2.24	0	0
384	326.72	1.44	0	0
385	325.92	1.76	0	0
386	269.92	1.12	0	0
387	227.84	1.12	0	0
388	187.04	1.44	0	0
389	152.64	0.32	0	0
390	158.72	0.96	0	0
391	179.52	1.76	0	0
392	211.2	3.04	0	0
393	228.64	1.76	0	0
394	298.56	1.6	0	0
395	347.52	1.28	0	0
396	339.2	1.6	0	0
397	326.4	2.08	0	0
398	274.88	1.28	0	0
399	222.72	1.6	0	0
400	186.08	1.12	0	0
401	152.16	0.64	0	0
402	150.4	1.28	0	0
403	166.4	1.76	0	0
404	200.48	1.76	0	0
405	242.72	2.08	0	0
406	300.8	1.92	0	0
407	346.08	2.08	0	0
408	336.16	1.76	0	0
409	321.44	1.76	0	0
410	276	0.96	0	0
411	229.76	1.6	0	0
412	189.12	0.96	0	0
413	161.28	1.28	0	0
414	157.28	1.76	0	0
415	176.8	1.92	0	0
416	193.92	0.48	0	0
417	223.36	1.12	0	0
418	304.64	2.72	0	0
419	327.2	3.04	0	0
420	352.16	2.72	0	0
421	340.32	2.08	0	0
422	271.68	1.6	0	0
423	223.36	1.28	0	0
424	198.08	0.8	0	0
425	161.92	1.12	0	0
426	152.32	0.8	0	0
427	166.24	0.96	0	0
428	203.68	2.08	0	0
429	228.8	2.24	0	0
430	302.4	1.6	0	0
431	350.24	1.6	0	0
432	342.4	1.28	0	0
433	336.8	1.44	0	0
434	279.04	1.76	0	0
435	231.2	0.8	0	0
436	180	1.28	0	0
437	154.4	0.32	0	0
438	151.52	1.12	0	0
439	174.4	1.76	0	0
440	190.4	1.12	0	0
441	234.88	1.76	0	0
442	310.4	2.56	0	0
443	347.84	0.8	0	0
444	341.28	1.44	0	0
445	320.48	0.8	0	0
446	270.24	0.64	0	0
447	227.68	1.28	0	0
448	200.48	0.64	0	0
449	156.32	1.12	0	0
450	147.36	0.96	0	0
451	173.44	1.28	0	0
452	192.96	1.76	0	0
453	244.48	1.6	0	0
454	293.6	0.8	0	0
455	344.16	2.08	0	0
456	345.44	2.24	0	0
457	324.96	2.08	0	0
458	276	0.64	0	0
459	230.4	1.44	0	0
460	187.84	1.6	0	0
461	157.92	1.6	0	0
462	147.84	0.48	0	0
463	173.12	1.6	0	0
464	202.24	1.6	0	0
465	227.84	1.28	0	0
466	308.48	0.96	0	0
467	332	2.08	0	0
468	346.72	1.28	0	0
469	320	1.76	0	0
470	278.72	1.76	0	0
471	241.76	0.48	0	0
472	192.64	1.76	0	0
473	162.24	0.96	0	0
474	146.88	0.48	0	0
475	171.2	1.28	0	0
476	199.52	1.44	0	0
477	230.72	2.08	0	0
478	309.12	1.28	0	0
479	339.84	0.96	0	0
480	346.24	1.12	0	0
481	331.04	1.44	0	0
482	276.96	0.96	0	0
483	228.64	1.12	0	0
484	196.48	0.96	0	0
485	160.96	0.48	0	0
486	160.64	1.12	0	0
487	168.96	1.12	0	0
488	193.28	1.12	0	0
489	243.68	0.8	0	0
490	297.92	1.6	0	0
491	338.56	1.76	0	0
492	334.72	1.44	0	0
493	326.56	2.08	0	0
494	291.36	1.44	0	0
495	231.52	0.8	0	0
496	185.92	1.92	0	0
497	161.28	0.96	0	0
498	143.36	0.8	0	0
499	177.28	2.4	0	0
500	186.24	1.44	0	0
501	221.76	1.44	0	0
502	311.04	0.8	0	0
503	353.12	0.8	0	0
504	328.48	1.28	0	0
505	340.8	0.8	0	0
506	288.96	0.8	0	0
507	239.68	2.08	0	0
508	195.68	0.48	0	0
509	158.88	1.92	0	0
510	151.2	1.44	0	0
511	168.16	1.44	0	0
512	194.08	1.76	0	0
513	235.52	1.28	0	0
514	292.8	0.96	0	0
515	358.4	1.28	0	0
516	340.8	1.12	0	0
517	327.36	0.96	0	0
518	285.44	0.8	0	0
519	241.12	1.12	0	0
520	191.52	1.6	0	0
521	154.88	1.12	0	0
522	154.4	0.48	0	0
523	167.2	1.44	0	0
524	188.96	1.28	0	0
525	230.88	1.44	0	0
526	311.52	1.6	0	0
527	347.2	0.48	0	0
528	349.12	0.96	0	0
529	329.28	0.96	0	0
530	280.8	1.44	0	0
531	239.36	1.28	0	0
532	191.36	1.12	0	0
533	148.8	0.8	0	0
534	151.84	1.44	0	0
535	164.16	1.28	0	0
536	184.8	0.48	0	0
537	230.56	1.6	0	0
538	308	0.8	0	0
539	344.64	1.6	0	0
540	348.96	0.96	0	0
541	334.72	1.12	0	0
542	288.32	1.44	0	0
543	239.84	0.64	0	0
544	185.44	1.28	0	0
545	151.36	0.48	0	0
546	148.8	0.64	0	0
547	167.36	1.12	0	0
548	200.64	1.44	0	0
549	231.68	1.92	0	0
550	304.8	1.12	0	0
551	344.96	1.28	0	0
552	352.16	2.24	0	0
553	330.88	1.12	0	0
554	282.72	1.92	0	0
555	247.84	1.12	0	0
556	188.8	1.44	0	0
557	159.04	0.64	0	0
558	138.72	1.28	0	0
559	169.12	1.28	0	0
560	181.44	0.96	0	0
561	226.56	1.12	0	0
562	325.76	0.96	0	0
563	351.68	1.44	0	0
564	344.96	0.8	0	0
565	329.92	1.6	0	0
566	291.84	1.44	0	0
567	231.2	0.64	0	0
568	190.72	1.12	0	0
569	155.52	0.96	0	0
570	145.12	0.32	0	0
571	174.88	1.6	0	0
572	197.44	1.12	0	0
573	235.2	1.12	0	0
574	300.32	1.44	0	0
575	344.8	1.44	0	0
576	336.32	0.8	0	0
577	332.64	1.44	0	0
578	292.16	1.44	0	0
579	230.08	1.12	0	0
580	194.08	0.32	0	0
581	165.12	0.96	0	0
582	148.96	0.96	0	0
583	160.64	0.8	0	0
584	196.16	1.92	0	0
585	225.12	0.64	0	0
586	307.84	1.44	0	0
587	349.76	1.44	0	0
588	353.6	1.12	0	0
589	336.64	1.6	0	0
590	284.64	0.32	0	0
591	233.12	0.64	0	0
592	180	0.16	0	0
593	155.04	0.64	0	0
594	151.84	1.44	0	0
595	175.68	1.12	0	0
596	199.68	1.12	0	0
597	232.48	0.8	0	0
598	303.2	0.64	0	0
599	350.4	0.8	0	0
600	352.16	1.28	0	0
601	342.24	1.44	0	0
602	278.72	0.8	0	0
603	224.48	1.12	0	0
604	193.44	0.8	0	0
605	156.8	0.48	0	0
606	151.84	0.48	0	0
607	165.76	0.16	0	0
608	193.44	1.44	0	0
609	233.92	1.6	0	0
610	304.64	0.16	0	0
611	356.16	1.28	0	0
612	347.36	0.48	0	0
613	342.4	1.76	0	0
614	274.56	0.48	0	0
615	236	0.96	0	0
616	189.92	1.44	0	0
617	168.96	1.12	0	0
618	148.8	0.64	0	0
619	169.28	1.12	0	0
620	195.04	1.44	0	0
621	233.12	0.8	0	0
622	294.4	0.8	0	0
623	365.6	1.12	0	0
624	352.8	0.8	0	0
625	333.92	0.64	0	0
626	281.6	0.64	0	0
627	240.48	1.12	0	0
628	195.04	1.12	0	0
629	165.76	1.76	0	0
630	146.56	0.96	0	0
631	161.76	1.44	0	0
632	190.08	0.96	0	0
633	233.28	1.92	0	0
634	305.44	1.92	0	0
635	354.24	1.12	0	0
636	354.08	0.48	0	0
637	339.52	1.12	0	0
638	307.52	1.6	0	0
639	239.68	0.32	0	0
640	194.4	0.8	0	0
641	166.88	2.08	0	0
642	154.4	0.48	0	0
643	169.76	0.96	0	0
644	207.2	1.12	0	0
645	232	0.64	0	0
646	305.76	0.48	0	0
647	349.12	0.48	0	0
648	360	1.28	0	0
649	346.88	0.8	0	0
650	286.56	1.6	0	0
651	242.24	0.8	0	0
652	193.44	1.12	0	0
653	165.76	0.48	0	0
654	151.68	0.96	0	0
655	176.32	0.8	0	0
656	204.8	0.48	0	0
657	224.96	0.96	0	0
658	300.16	1.12	0	0
659	363.68	0.64	0	0
660	352.8	0.96	0	0
661	347.84	1.6	0	0
662	289.28	1.28	0	0
663	236.64	1.12	0	0
664	204.48	1.12	0	0
665	165.6	0.8	0	0
666	153.76	0.64	0	0
667	161.76	0.32	0	0
668	188.32	1.12	0	0
669	234.72	1.44	0	0
670	315.36	0.8	0	0
671	353.6	0.48	0	0
672	357.92	0.64	0	0
673	347.84	1.44	0	0
674	291.36	0.48	0	0
675	241.44	0.8	0	0
676	194.08	0.32	0	0
677	165.6	0.64	0	0
678	154.72	1.28	0	0
679	164.64	0.8	0	0
680	207.36	1.12	0	0
681	235.04	0.96	0	0
682	315.68	1.28	0	0
683	342.88	0.16	0	0
684	362.56	0.8	0	0
685	352.64	0.48	0	0
686	300.16	0.64	0	0
687	241.92	1.12	0	0
688	210.88	1.28	0	0
689	156.64	1.12	0	0
690	151.04	0.64	0	0
691	173.6	1.12	0	0
692	199.52	0.48	0	0
693	229.6	1.28	0	0
694	314.24	0.96	0	0
695	360.8	1.12	0	0
696	350.56	0.96	0	0
697	346.56	1.12	0	0
698	303.84	0.64	0	0
699	239.36	0.96	0	0
700	200.64	0.64	0	0
701	163.36	0.32	0	0
702	154.08	0.8	0	0
703	162.72	1.12	0	0
704	204.96	0.8	0	0
705	228.16	1.28	0	0
706	308.16	0.96	0	0
707	352.96	0.48	0	0
708	370.4	0.48	0	0
709	343.36	0.8	0	0
710	306.88	0.8	0	0
711	238.4	0.64	0	0
712	187.2	0	0	0
713	178.72	0.48	0	0
714	152.32	0.16	0	0
715	168	0.8	0	0
716	202.24	0.48	0	0
717	234.72	0.64	0	0
718	308.8	0.96	0	0
719	348.32	0.48	0	0
720	376.16	1.12	0	0
721	344.48	1.28	0	0
722	298.88	0.48	0	0
723	235.68	0.64	0	0
724	190.08	0.96	0	0
725	164.96	0.32	0	0
726	156.16	0.32	0	0
727	179.68	0.48	0	0
728	196.64	0.8	0	0
729	240.64	0.64	0	0
730	311.52	0.32	0	0
731	360.16	1.28	0	0
732	359.04	0.64	0	0
733	358.72	0.16	0	0
734	310.08	1.28	0	0
735	244.16	0.64	0	0
736	189.44	0.64	0	0
737	160.16	1.28	0	0
738	155.36	0.48	0	0
739	173.92	0.32	0	0
740	206.4	1.76	0	0
741	244.32	0.64	0	0
742	309.6	0.64	0	0
743	353.28	0.8	0	0
744	356	0.64	0	0
745	345.28	1.12	0	0
746	305.6	0.8	0	0
747	239.52	0.16	0	0
748	193.28	0.48	0	0
749	158.56	0.32	0	0
750	160.32	0.64	0	0
751	183.2	0.64	0	0
752	205.92	0.48	0	0
753	239.52	1.12	0	0
754	317.28	0.48	0	0
755	359.52	0.64	0	0
756	370.72	0.96	0	0
757	340.8	1.12	0	0
758	303.04	0.64	0	0
759	244.16	0.16	0	0
760	193.76	0.48	0	0
761	169.6	0.48	0	0
762	151.36	0.8	0	0
763	171.68	0.64	0	0
764	204.16	0.64	0	0
765	238.24	0.8	0	0
766	320.64	0.64	0	0
767	373.28	0.96	0	0
768	357.76	0.64	0	0
769	359.2	0.8	0	0
770	295.36	0.48	0	0
771	244	0.64	0	0
772	207.36	0.48	0	0
773	158.08	0.96	0	0
774	155.52	0.64	0	0
775	161.12	0.8	0	0
776	200.64	0.48	0	0
777	240.48	0.32	0	0
778	317.76	0.32	0	0
779	372.32	0.8	0	0
780	373.44	0.32	0	0
781	350.4	0.32	0	0
782	292.64	0.16	0	0
783	238.08	0.64	0	0
784	195.68	0.64	0	0
785	169.12	0.32	0	0
786	160.8	0.32	0	0
787	173.44	0.32	0	0
788	201.92	0.8	0	0
789	242.88	0.8	0	0
790	309.6	0.32	0	0
791	366.56	0.48	0	0
792	362.08	0.64	0	0
793	335.84	0.64	0	0
794	295.04	0.8	0	0
795	245.76	0.16	0	0
796	192	0.48	0	0
797	165.92	0.48	0	0
798	155.04	0.16	0	0
799	168.48	0.64	0	0
800	210.24	0.32	0	0
801	233.28	0.16	0	0
802	321.92	0.16	0	0
803	365.92	0.48	0	0
804	363.2	0.16	0	0
805	343.2	0.64	0	0
806	301.92	0.64	0	0
807	236.32	0.48	0	0
808	193.28	0.32	0	0
809	165.44	0.64	0	0
810	148.32	0.64	0	0
811	176	1.28	0	0
812	200.96	0.48	0	0
813	243.84	0.64	0	0
814	318.08	0.64	0	0
815	373.76	0.8	0	0
816	365.28	0.96	0	0
817	348.16	0.48	0	0
818	288.48	0.16	0	0
819	244.64	0.8	0	0
820	188.96	0.96	0	0
821	162.72	0.32	0	0
822	153.44	0.64	0	0
823	170.56	0.64	0	0
824	196.32	0.8	0	0
825	246.08	1.28	0	0
826	316.8	0.8	0	0
827	362.08	0.8	0	0
828	370.56	0.32	0	0
829	357.6	0.64	0	0
830	296.8	0.32	0	0
831	236.16	0.16	0	0
832	180.96	0.32	0	0
833	159.36	0.48	0	0
834	156	0.48	0	0
835	175.84	0.8	0	0
836	208.64	0.64	0	0
837	241.92	0.32	0	0
838	312.64	0.32	0	0
839	365.6	0.32	0	0
840	359.2	0.32	0	0
841	350.4	0.48	0	0
842	283.68	0.64	0	0
843	237.92	0.32	0	0
844	192.48	0.32	0	0
845	160.48	0.64	0	0
846	157.12	0.96	0	0
847	168.96	0.32	0	0
848	204	0.64	0	0
849	237.76	1.44	0	0
850	314.4	0.8	0	0
851	372.32	0.32	0	0
852	367.52	0	0	0
853	351.04	0.64	0	0
854	287.04	0.48	0	0
855	235.36	0.8	0	0
856	199.2	0.64	0	0
857	163.2	1.12	0	0
858	153.92	0.48	0	0
859	175.2	1.44	0	0
860	198.4	0.8	0	0
861	235.52	0.64	0	0
862	317.6	0.32	0	0
863	363.04	0.64	0	0
864	375.68	0	0	0
865	349.44	0.48	0	0
866	297.92	0.48	0	0
867	244.96	0.48	0	0
868	191.52	0.64	0	0
869	163.84	0.32	0	0
870	156.16	0.32	0	0
871	174.24	0.32	0	0
872	210.24	0.8	0	0
873	239.04	0.64	0	0
874	321.6	0.48	0	0
875	366.24	0.32	0	0
876	366.4	0.64	0	0
877	361.28	0.32	0	0
878	303.68	0.96	0	0
879	242.24	0.32	0	0
880	189.76	0.8	0	0
881	165.28	1.12	0	0
882	144.8	0.32	0	0
883	180.32	0.8	0	0
884	201.6	0.16	0	0
885	244.8	0.64	0	0
886	318.56	0.64	0	0
887	371.04	0.48	0	0
888	363.04	0.64	0	0
889	347.04	1.28	0	0
890	309.6	0.32	0	0
891	258.08	0.48	0	0
892	194.24	0.48	0	0
893	161.44	0.16	0	0
894	154.88	0.64	0	0
895	179.52	0.48	0	0
896	211.52	0.64	0	0
897	244	0.32	0	0
898	328.16	0.8	0	0
899	355.04	0.32	0	0
900	367.2	0.64	0	0
901	354.08	0.8	0	0
902	297.6	0.8	0	0
903	246.56	0.32	0	0
904	191.84	0.96	0	0
905	169.12	0.8	0	0
906	159.68	0.96	0	0
907	188.64	0.32	0	0
908	207.68	0.48	0	0
909	242.4	0.32	0	0
910	328.64	0.48	0	0
911	366.56	0.64	0	0
912	381.6	0.32	0	0
913	339.04	0.48	0	0
914	292	0.16	0	0
915	240.64	0.16	0	0
916	190.24	0.16	0	0
917	169.76	0.32	0	0
918	159.84	0.16	0	0
919	171.84	0.48	0	0
920	203.2	0.32	0	0
921	244.32	0.32	0	0
922	325.44	1.12	0	0
923	367.52	0.16	0	0
924	379.84	0.32	0	0
925	359.84	0.64	0	0
926	300.96	0.48	0	0
927	250.08	0.8	0	0
928	198.24	0.64	0	0
929	161.76	0.8	0	0
930	159.84	0.48	0	0
931	171.68	0.64	0	0
932	205.92	0.32	0	0
933	243.84	0.48	0	0
934	334.4	0.16	0	0
935	381.76	0.8	0	0
936	374.08	0.32	0	0
937	357.76	0.8	0	0
938	302.88	0.96	0	0
939	250.4	0.48	0	0
940	194.24	0.16	0	0
941	165.6	0	0	0
942	160.64	0.48	0	0
943	169.12	0.64	0	0
944	204.8	0	0	0
945	240.48	0.48	0	0
946	327.36	0.32	0	0
947	372.16	0.16	0	0
948	377.76	0.32	0	0
949	352.8	0.8	0	0
950	308.32	1.12	0	0
951	243.2	0.16	0	0
952	200.32	0.48	0	0
953	168.96	0.32	0	0
954	159.52	0.64	0	0
955	168.96	0.64	0	0
956	197.76	0.64	0	0
957	246.72	0.64	0	0
958	324.48	0.48	0	0
959	364	0.16	0	0
960	387.04	0.48	0	0
961	364	0.8	0	0
962	300	0	0	0
963	245.12	0.8	0	0
964	198.4	0.16	0	0
965	162.24	0.16	0	0
966	149.44	0.16	0	0
967	175.52	1.28	0	0
968	202.72	0.48	0	0
969	245.12	0.16	0	0
970	309.44	0.16	0	0
971	374.88	0.32	0	0
972	393.6	0.64	0	0
973	363.68	0.48	0	0
974	295.68	0.48	0	0
975	241.12	0.48	0	0
976	205.12	0.64	0	0
977	174.4	0.64	0	0
978	156.8	0.64	0	0
979	171.04	0.8	0	0
980	188.48	0.32	0	0
981	241.76	0	0	0
982	316.64	0.16	0	0
983	379.68	0.8	0	0
984	372	0.32	0	0
985	361.28	0.32	0	0
986	302.72	0.16	0	0
987	249.92	0.8	0	0
988	200.8	0.48	0	0
989	166.88	0.64	0	0
990	162.08	0.16	0	0
991	182.4	0.48	0	0
992	199.52	0.32	0	0
993	244	0.96	0	0
994	321.28	0.64	0	0
995	377.6	0.96	0	0
996	367.52	0.64	0	0
997	352.8	0.32	0	0
998	302.56	0.32	0	0
999	243.84	0.16	0	0
1000	209.76	0.48	0	0
1001	167.84	0.64	0	0
1002	163.2	0.32	0	0
1003	179.04	0.48	0	0
1004	209.28	0.32	0	0
1005	253.92	0.64	0	0
1006	322.24	0.64	0	0
1007	369.76	0.16	0	0
1008	374.88	0.32	0	0
1009	352	0.32	0	0
1010	308.48	0.32	0	0
1011	243.68	0.64	0	0
1012	197.44	0	0	0
1013	173.12	0.16	0	0
1014	170.56	0.48	0	0
1015	176.96	0.32	0	0
1016	197.6	0	0	0
1017	241.92	0.32	0	0
