iter	nbdead_n1	nbdead_n10	nbTreefall1	nbTreefall10
138	154.72	0.16	0	0
139	163.52	0.16	0	0
140	178.72	0.64	0	0
141	188.64	0.48	0	0
142	226.56	0.48	0	0
143	256.16	0.16	0	0
144	258.08	0.48	0	0
145	240.48	0.32	0	0
146	209.6	0.64	0	0
147	193.12	0.16	0	0
148	166.56	0.48	0	0
149	155.68	0.48	0	0
150	141.12	0.16	0	0
151	157.12	0.16	0	0
152	170.72	0.16	0	0
153	184.64	0	0	0
154	216.32	0.16	0	0
155	262.4	0.32	0	0
156	257.76	0.32	0	0
157	237.6	0.16	0	0
158	220.8	0.48	0	0
159	190.56	0.16	0	0
160	161.44	0.16	0	0
161	148.64	0.32	0	0
162	144.32	0.48	0	0
163	155.84	0.32	0	0
164	172.96	0.64	0	0
165	184.96	0.32	0	0
166	229.28	0.32	0	0
167	266.88	0.32	0	0
168	263.52	0	0	0
169	250.08	0.48	0	0
170	221.92	0.48	0	0
171	203.36	0.32	0	0
172	156.96	0.32	0	0
173	150.08	0	0	0
174	137.44	0.64	0	0
175	151.84	0.8	0	0
176	167.68	0.16	0	0
177	199.52	0.16	0	0
178	240.48	0.48	0	0
179	255.36	0.48	0	0
180	264.48	0.48	0	0
181	257.92	1.44	0	0
182	219.84	0.48	0	0
183	201.28	0.32	0	0
184	177.6	0.32	0	0
185	139.36	1.12	0	0
186	150.72	0	0	0
187	163.36	0.48	0	0
188	177.92	0.32	0	0
189	194.4	0.64	0	0
190	233.44	0.16	0	0
191	262.08	0.32	0	0
192	272.64	0.48	0	0
193	268.96	0.16	0	0
194	237.76	0.8	0	0
195	208.32	0.48	0	0
196	176	0.16	0	0
197	150.24	0.96	0	0
198	147.2	0.48	0	0
199	152.96	0.32	0	0
200	177.6	0.48	0	0
201	196	0.64	0	0
202	242.08	0.48	0	0
203	275.84	0.64	0	0
204	279.36	0.16	0	0
205	277.28	0.16	0	0
206	245.6	0.32	0	0
207	207.84	0.48	0	0
208	187.2	0.32	0	0
209	157.28	0.32	0	0
210	147.36	0.32	0	0
211	154.72	0.96	0	0
212	184.16	0	0	0
213	194.4	0.96	0	0
214	253.44	0.64	0	0
215	276.16	0.32	0	0
216	285.44	0.64	0	0
217	286.08	0.64	0	0
218	255.68	0.48	0	0
219	206.88	0.16	0	0
220	180.8	0	0	0
221	162.08	0.64	0	0
222	156.8	0.48	0	0
223	151.2	1.44	0	0
224	181.76	0.64	0	0
225	212.32	0.32	0	0
226	258.56	0.48	0	0
227	287.84	0.16	0	0
228	291.68	0.48	0	0
229	275.2	0.48	0	0
230	245.44	0.48	0	0
231	226.72	0.48	0	0
232	188.96	0.8	0	0
233	163.2	0.64	0	0
234	149.76	0.64	0	0
235	168.64	0.64	0	0
236	169.28	0.32	0	0
237	207.04	0.16	0	0
238	259.2	0.32	0	0
239	304.96	0.48	0	0
240	308.8	0.64	0	0
241	286.24	0.16	0	0
242	251.04	0.96	0	0
243	217.28	0.64	0	0
244	184.48	0.8	0	0
245	153.28	0.48	0	0
246	152.16	0.48	0	0
247	158.4	0.16	0	0
248	175.2	0.8	0	0
249	199.2	0.8	0	0
250	272.48	1.44	0	0
251	310.56	0.64	0	0
252	312.64	0.64	0	0
253	289.76	0.48	0	0
254	262.24	0.16	0	0
255	216.32	0.32	0	0
256	192.96	0.32	0	0
257	149.28	0.64	0	0
258	148	0.8	0	0
259	161.28	0.96	0	0
260	184	1.44	0	0
261	206.88	0.48	0	0
262	278.56	1.44	0	0
263	301.28	0.8	0	0
264	317.76	0.48	0	0
265	301.76	0.96	0	0
266	263.52	0.32	0	0
267	222.24	0.48	0	0
268	180.48	0.64	0	0
269	152.96	0.64	0	0
270	142.88	1.12	0	0
271	168.96	0.96	0	0
272	184	1.28	0	0
273	221.6	1.6	0	0
274	274.08	0.64	0	0
275	316.16	0.8	0	0
276	318.4	0.96	0	0
277	307.68	1.6	0	0
278	263.36	0.96	0	0
279	208.64	1.6	0	0
280	182.88	0.32	0	0
281	159.36	1.28	0	0
282	148.48	0.64	0	0
283	158.88	0.32	0	0
284	182.72	1.44	0	0
285	219.84	1.28	0	0
286	283.84	0.96	0	0
287	317.12	0.96	0	0
288	307.68	1.28	0	0
289	301.28	0.48	0	0
290	273.28	1.44	0	0
291	220.16	1.28	0	0
292	180.32	1.6	0	0
293	162.88	0.32	0	0
294	152.96	0.16	0	0
295	169.44	1.6	0	0
296	191.84	1.92	0	0
297	214.08	1.28	0	0
298	279.52	1.76	0	0
299	311.2	0.48	0	0
300	326.24	1.6	0	0
301	312.48	2.24	0	0
302	264.64	0.8	0	0
303	221.92	0.32	0	0
304	177.92	0.64	0	0
305	163.36	0.64	0	0
306	147.84	1.76	0	0
307	171.36	2.4	0	0
308	188	1.76	0	0
309	236.64	1.92	0	0
310	287.68	1.28	0	0
311	314.72	1.6	0	0
312	328.96	1.12	0	0
313	320.48	0.96	0	0
314	271.36	1.76	0	0
315	222.72	0.8	0	0
316	186.72	1.44	0	0
317	162.56	1.28	0	0
318	150.24	2.08	0	0
319	164.32	1.6	0	0
320	194.08	1.6	0	0
321	228.48	0.96	0	0
322	293.12	2.4	0	0
323	326.4	2.08	0	0
324	325.6	1.6	0	0
325	314.08	0.96	0	0
326	279.84	1.28	0	0
327	231.36	1.92	0	0
328	191.52	1.6	0	0
329	149.92	0.8	0	0
330	155.04	1.44	0	0
331	165.6	2.4	0	0
332	183.2	2.88	0	0
333	231.2	2.24	0	0
334	284.8	1.92	0	0
335	328.32	1.28	0	0
336	347.52	1.28	0	0
337	318.72	1.6	0	0
338	274.4	1.44	0	0
339	223.52	1.28	0	0
340	197.76	1.12	0	0
341	158.72	1.76	0	0
342	151.04	1.76	0	0
343	166.4	1.6	0	0
344	196.16	3.04	0	0
345	223.04	1.6	0	0
346	286.24	0.96	0	0
347	331.68	1.92	0	0
348	347.2	1.76	0	0
349	317.92	1.12	0	0
350	291.84	1.28	0	0
351	224.96	2.08	0	0
352	184.8	1.92	0	0
353	153.12	1.44	0	0
354	156.32	1.6	0	0
355	182.24	1.76	0	0
356	187.68	1.76	0	0
357	228.48	1.6	0	0
358	293.6	1.6	0	0
359	321.6	1.44	0	0
360	343.2	1.44	0	0
361	313.6	1.6	0	0
362	273.44	1.12	0	0
363	224	1.44	0	0
364	189.76	2.24	0	0
365	162.08	0.96	0	0
366	150.24	1.44	0	0
367	184	2.56	0	0
368	199.36	1.76	0	0
369	239.2	3.04	0	0
370	287.68	0.8	0	0
371	342.72	1.12	0	0
372	340.96	1.92	0	0
373	311.36	1.92	0	0
374	275.68	1.28	0	0
375	231.2	1.28	0	0
376	183.2	0.64	0	0
377	151.68	1.28	0	0
378	157.76	0.8	0	0
379	163.2	1.76	0	0
380	189.92	1.76	0	0
381	244.64	2.24	0	0
382	300.8	1.76	0	0
383	345.92	1.6	0	0
384	344	1.6	0	0
385	312.96	1.92	0	0
386	273.28	1.92	0	0
387	229.92	0.96	0	0
388	199.2	0.8	0	0
389	154.56	0.64	0	0
390	152.32	1.6	0	0
391	165.28	2.56	0	0
392	205.12	1.44	0	0
393	237.12	2.08	0	0
394	302.88	1.76	0	0
395	342.72	1.12	0	0
396	333.12	2.4	0	0
397	317.28	1.6	0	0
398	276.48	1.76	0	0
399	240.96	1.6	0	0
400	176.32	1.92	0	0
401	158.24	0.96	0	0
402	156.96	1.12	0	0
403	173.76	1.6	0	0
404	195.04	2.4	0	0
405	235.04	2.56	0	0
406	297.44	1.6	0	0
407	346.4	1.44	0	0
408	338.24	1.6	0	0
409	321.12	1.44	0	0
410	279.52	1.6	0	0
411	232.48	2.08	0	0
412	186.4	1.12	0	0
413	159.68	1.6	0	0
414	148	1.6	0	0
415	176.8	1.6	0	0
416	196.96	1.28	0	0
417	227.84	2.08	0	0
418	304.64	1.28	0	0
419	340.32	0.96	0	0
420	336.64	2.24	0	0
421	328.64	1.6	0	0
422	287.36	1.28	0	0
423	226.88	0.8	0	0
424	185.6	1.12	0	0
425	158.24	1.12	0	0
426	147.68	0.8	0	0
427	175.84	1.6	0	0
428	198.08	1.76	0	0
429	236.48	2.24	0	0
430	308.16	1.12	0	0
431	341.44	1.44	0	0
432	340	1.6	0	0
433	324.96	2.08	0	0
434	268	1.28	0	0
435	231.68	1.12	0	0
436	204	0.8	0	0
437	157.44	0.96	0	0
438	147.68	0.96	0	0
439	172.96	2.24	0	0
440	207.68	2.08	0	0
441	232.48	2.24	0	0
442	304.64	0.96	0	0
443	339.36	1.12	0	0
444	349.92	1.44	0	0
445	307.84	1.76	0	0
446	283.04	1.28	0	0
447	225.76	0.8	0	0
448	179.68	0.48	0	0
449	159.68	0.8	0	0
450	150.24	1.6	0	0
451	173.28	1.28	0	0
452	196.8	1.28	0	0
453	233.6	2.24	0	0
454	299.68	2.24	0	0
455	351.36	0.8	0	0
456	346.24	1.44	0	0
457	319.68	1.12	0	0
458	278.72	0.8	0	0
459	237.44	0.8	0	0
460	188.96	1.12	0	0
461	157.28	1.12	0	0
462	137.6	0.32	0	0
463	177.12	1.6	0	0
464	195.04	1.6	0	0
465	248	1.28	0	0
466	312	2.4	0	0
467	338.88	1.44	0	0
468	340.32	1.44	0	0
469	324.96	1.76	0	0
470	285.28	1.28	0	0
471	224	0.8	0	0
472	184	0.48	0	0
473	153.44	1.12	0	0
474	153.28	1.44	0	0
475	165.12	0.96	0	0
476	201.76	2.4	0	0
477	225.28	1.12	0	0
478	309.12	1.92	0	0
479	349.12	0.96	0	0
480	339.84	0.96	0	0
481	330.56	1.28	0	0
482	277.92	1.12	0	0
483	236.48	1.6	0	0
484	184.48	1.92	0	0
485	159.84	1.28	0	0
486	153.12	1.44	0	0
487	172.8	0.8	0	0
488	194.56	1.6	0	0
489	229.92	0.64	0	0
490	315.36	1.6	0	0
491	344.96	1.12	0	0
492	337.6	0.96	0	0
493	339.84	1.12	0	0
494	277.6	1.76	0	0
495	234.24	1.44	0	0
496	188.8	0.96	0	0
497	143.84	1.92	0	0
498	154.56	1.92	0	0
499	159.04	1.28	0	0
500	194.56	1.92	0	0
501	232.16	1.44	0	0
502	312.64	1.92	0	0
503	343.04	1.44	0	0
504	354.56	1.76	0	0
505	327.68	0.96	0	0
506	282.72	0.96	0	0
507	237.44	1.44	0	0
508	193.6	1.6	0	0
509	154.4	1.12	0	0
510	143.2	0.96	0	0
511	168.48	0.8	0	0
512	187.2	0.64	0	0
513	231.84	0.64	0	0
514	308.48	1.44	0	0
515	349.6	1.28	0	0
516	352.8	2.4	0	0
517	332.32	1.44	0	0
518	300	0.64	0	0
519	228.96	1.44	0	0
520	193.92	0.64	0	0
521	149.12	0.64	0	0
522	141.6	1.6	0	0
523	164.48	1.6	0	0
524	198.72	1.76	0	0
525	231.84	0.96	0	0
526	299.04	1.92	0	0
527	355.04	0.96	0	0
528	355.68	0.96	0	0
529	326.4	1.92	0	0
530	289.92	1.12	0	0
531	235.52	0.96	0	0
532	187.04	0.96	0	0
533	157.76	1.12	0	0
534	150.08	0.64	0	0
535	166.56	0.8	0	0
536	201.6	1.76	0	0
537	227.2	0.96	0	0
538	313.12	0.8	0	0
539	339.52	1.28	0	0
540	348.64	1.44	0	0
541	339.52	1.12	0	0
542	287.68	1.28	0	0
543	226.24	1.12	0	0
544	187.52	0.96	0	0
545	156	0.48	0	0
546	150.72	0.96	0	0
547	174.4	1.12	0	0
548	190.4	1.6	0	0
549	230.88	0.64	0	0
550	313.28	0.48	0	0
551	345.92	1.6	0	0
552	346.08	1.28	0	0
553	340	0.96	0	0
554	286.88	1.28	0	0
555	229.76	1.44	0	0
556	200	1.28	0	0
557	152	1.28	0	0
558	152.48	0.16	0	0
559	171.2	0.96	0	0
560	201.76	1.6	0	0
561	243.36	0.96	0	0
562	305.12	1.12	0	0
563	346.08	0.96	0	0
564	347.04	1.12	0	0
565	333.76	0.64	0	0
566	281.76	1.44	0	0
567	239.52	0.8	0	0
568	200.32	0.32	0	0
569	153.6	0.64	0	0
570	145.28	0.96	0	0
571	166.72	1.12	0	0
572	198.24	0.96	0	0
573	237.92	0.96	0	0
574	301.28	0.48	0	0
575	344.48	0.48	0	0
576	352.16	1.44	0	0
577	344.8	0.96	0	0
578	282.08	0.8	0	0
579	237.12	1.44	0	0
580	203.68	1.76	0	0
581	161.76	0.96	0	0
582	152.64	0.96	0	0
583	165.76	1.76	0	0
584	196.8	1.12	0	0
585	232	1.12	0	0
586	314.88	0.96	0	0
587	335.2	1.12	0	0
588	369.76	1.28	0	0
589	331.84	1.28	0	0
590	298.08	0.8	0	0
591	233.12	0.64	0	0
592	194.4	1.12	0	0
593	157.76	0.64	0	0
594	153.92	0.48	0	0
595	172.96	0.64	0	0
596	186.4	0.8	0	0
597	235.84	1.44	0	0
598	321.12	0.8	0	0
599	345.6	1.28	0	0
600	359.04	0.8	0	0
601	322.24	1.6	0	0
602	292.16	0.64	0	0
603	232	0.96	0	0
604	195.36	1.12	0	0
605	162.72	0.8	0	0
606	149.44	0.64	0	0
607	159.84	0.48	0	0
608	206.08	1.44	0	0
609	239.04	1.44	0	0
610	310.4	1.12	0	0
611	346.88	1.76	0	0
612	356.48	0.96	0	0
613	328	1.12	0	0
614	292	1.76	0	0
615	239.84	0.64	0	0
616	192.48	1.28	0	0
617	149.44	0.48	0	0
618	152.8	0.16	0	0
619	164.96	0.48	0	0
620	204.48	1.6	0	0
621	240	0.16	0	0
622	306.08	1.44	0	0
623	356.64	0.64	0	0
624	348.32	1.28	0	0
625	327.68	0.64	0	0
626	279.52	0.16	0	0
627	238.24	1.28	0	0
628	189.76	0.64	0	0
629	164.64	0.64	0	0
630	153.28	0.48	0	0
631	170.56	1.44	0	0
632	200	0.8	0	0
633	244.8	0.8	0	0
634	297.92	1.44	0	0
635	350.72	0.96	0	0
636	349.12	1.12	0	0
637	346.24	0.8	0	0
638	280.96	0.8	0	0
639	229.12	0.96	0	0
640	193.28	0.64	0	0
641	167.68	0.8	0	0
642	148.32	0.32	0	0
643	172.32	0.64	0	0
644	197.12	1.12	0	0
645	227.52	2.08	0	0
646	316.96	0.96	0	0
647	346.08	0.96	0	0
648	358.08	1.12	0	0
649	331.36	1.12	0	0
650	290.24	0.48	0	0
651	245.92	0.8	0	0
652	184	0.8	0	0
653	163.68	0.64	0	0
654	155.2	0.8	0	0
655	181.28	0.8	0	0
656	198.4	0.96	0	0
657	232.8	1.28	0	0
658	294.56	0.32	0	0
659	342.56	1.12	0	0
660	350.4	0.96	0	0
661	338.24	0.32	0	0
662	301.76	1.12	0	0
663	239.2	0.64	0	0
664	199.2	0.48	0	0
665	164.64	0.96	0	0
666	154.88	0.96	0	0
667	170.08	0.96	0	0
668	204.8	1.28	0	0
669	225.12	1.12	0	0
670	309.92	0.48	0	0
671	342.56	0.64	0	0
672	350.56	0.64	0	0
673	332.96	0.64	0	0
674	296.96	0.96	0	0
675	242.56	0.64	0	0
676	201.92	1.12	0	0
677	159.84	0.64	0	0
678	156.32	0.32	0	0
679	166.88	0.64	0	0
680	199.52	0.64	0	0
681	236.64	0.8	0	0
682	314.24	0.96	0	0
683	349.6	0.48	0	0
684	353.12	1.76	0	0
685	339.2	0.48	0	0
686	286.4	0.8	0	0
687	243.68	0.48	0	0
688	196	0.8	0	0
689	170.08	1.12	0	0
690	153.6	0.48	0	0
691	166.08	0.48	0	0
692	200.8	0.48	0	0
693	233.76	0.8	0	0
694	307.68	1.28	0	0
695	352	1.28	0	0
696	357.12	1.28	0	0
697	342.08	0.96	0	0
698	291.68	0.64	0	0
699	242.56	1.12	0	0
700	192.96	1.28	0	0
701	168.96	0.48	0	0
702	148.48	0.48	0	0
703	168	0.8	0	0
704	198.88	0.8	0	0
705	235.2	0.8	0	0
706	318.08	1.6	0	0
707	359.84	1.28	0	0
708	352.64	0.32	0	0
709	336	0.96	0	0
710	296.96	0.8	0	0
711	237.76	0.48	0	0
712	188.16	0.64	0	0
713	164.8	1.12	0	0
714	153.28	0.48	0	0
715	181.12	0.64	0	0
716	203.2	0.96	0	0
717	230.56	0.16	0	0
718	314.24	1.12	0	0
719	363.52	0.32	0	0
720	363.04	1.28	0	0
721	342.72	0.48	0	0
722	293.92	1.44	0	0
723	238.08	0.48	0	0
724	182.24	0.8	0	0
725	159.84	0.8	0	0
726	161.6	0	0	0
727	171.04	0.8	0	0
728	200.8	0.8	0	0
729	228.8	0.48	0	0
730	313.28	0.48	0	0
731	358.72	1.12	0	0
732	358.4	0.8	0	0
733	340.64	0.48	0	0
734	294.4	0.8	0	0
735	245.12	0.8	0	0
736	197.12	0	0	0
737	164	0.64	0	0
738	154.4	0.64	0	0
739	175.36	0.48	0	0
740	203.04	1.12	0	0
741	241.12	1.28	0	0
742	318.08	0.64	0	0
743	345.92	0.48	0	0
744	367.04	0.64	0	0
745	328.32	0.96	0	0
746	295.84	0.96	0	0
747	247.52	0.48	0	0
748	203.2	0.64	0	0
749	161.76	0	0	0
750	160.96	1.28	0	0
751	172.64	1.12	0	0
752	198.24	1.28	0	0
753	234.24	0.48	0	0
754	303.2	0.8	0	0
755	361.28	0.48	0	0
756	368	0.64	0	0
757	357.28	0.64	0	0
758	298.08	0.32	0	0
759	243.84	0.64	0	0
760	206.56	0.64	0	0
761	168	0.48	0	0
762	150.4	0.32	0	0
763	177.92	1.12	0	0
764	198.56	0.16	0	0
765	228.48	0.96	0	0
766	315.52	0.48	0	0
767	352	0.48	0	0
768	363.52	0.8	0	0
769	353.28	0.64	0	0
770	304.48	0.64	0	0
771	245.12	0.48	0	0
772	193.6	0.48	0	0
773	167.84	0.16	0	0
774	154.4	0.64	0	0
775	162.4	0.32	0	0
776	199.68	0.64	0	0
777	244.64	0.64	0	0
778	317.44	0.48	0	0
779	366.24	0.64	0	0
780	360	0.8	0	0
781	346.4	0.8	0	0
782	304.32	0.48	0	0
783	244	0.32	0	0
784	196.16	0.32	0	0
785	167.2	0.48	0	0
786	152.8	0.8	0	0
787	171.84	0.96	0	0
788	197.28	0.32	0	0
789	243.52	1.76	0	0
790	311.2	0.96	0	0
791	369.76	0.96	0	0
792	368	0	0	0
793	340.8	1.28	0	0
794	295.04	0.96	0	0
795	232	0.48	0	0
796	198.88	0.64	0	0
797	166.88	0.16	0	0
798	155.68	0.8	0	0
799	178.56	0.8	0	0
800	195.36	1.44	0	0
801	235.52	0.8	0	0
802	317.28	0.64	0	0
803	369.44	0.48	0	0
804	370.4	0.96	0	0
805	341.6	0	0	0
806	291.52	0.32	0	0
807	248.48	0.96	0	0
808	193.76	1.28	0	0
809	165.44	0.64	0	0
810	150.08	0.64	0	0
811	171.68	0.64	0	0
812	207.2	1.12	0	0
813	244.32	0.96	0	0
814	323.84	0.64	0	0
815	354.08	0.32	0	0
816	362.88	0.64	0	0
817	341.92	0.32	0	0
818	300.96	0.16	0	0
819	245.12	0.32	0	0
820	209.28	0.64	0	0
821	167.68	0.64	0	0
822	153.92	0.64	0	0
823	163.68	0.64	0	0
824	191.36	0.64	0	0
825	232.32	0.48	0	0
826	320.16	1.6	0	0
827	371.52	0.32	0	0
828	370.88	0.32	0	0
829	348.16	0.48	0	0
830	299.68	0.48	0	0
831	237.12	0.32	0	0
832	190.72	0.64	0	0
833	164.48	1.12	0	0
834	159.68	0.32	0	0
835	171.04	0.32	0	0
836	193.12	0.32	0	0
837	239.52	0.64	0	0
838	318.4	0.48	0	0
839	380.8	0.48	0	0
840	362.72	0.32	0	0
841	348.32	0.16	0	0
842	306.08	0.96	0	0
843	250.72	0.32	0	0
844	195.52	0.8	0	0
845	170.08	0.48	0	0
846	148.32	0.32	0	0
847	173.28	0.48	0	0
848	196	0.48	0	0
849	232.8	0.48	0	0
850	316	0.96	0	0
851	370.4	0.16	0	0
852	374.08	0.64	0	0
853	348.64	0.16	0	0
854	310.24	0.32	0	0
855	238.4	0	0	0
856	208.96	0.8	0	0
857	157.6	0.16	0	0
858	157.28	0.64	0	0
859	166.4	0	0	0
860	196.32	0.32	0	0
861	235.04	0.48	0	0
862	314.72	1.12	0	0
863	366.4	1.12	0	0
864	373.92	1.28	0	0
865	363.68	0.96	0	0
866	287.84	0.32	0	0
867	244.16	0.48	0	0
868	200.16	0.64	0	0
869	162.72	0.32	0	0
870	155.84	0.16	0	0
871	166.24	0.48	0	0
872	208.48	0.48	0	0
873	254.4	0.32	0	0
874	312.32	0.64	0	0
875	363.52	0.32	0	0
876	365.76	0.48	0	0
877	362.24	0.8	0	0
878	296.48	0.96	0	0
879	241.28	0.8	0	0
880	208	0.8	0	0
881	169.28	0.64	0	0
882	163.04	0.8	0	0
883	180.48	0.32	0	0
884	210.4	0.96	0	0
885	232	0.8	0	0
886	323.84	0.32	0	0
887	374.24	0.48	0	0
888	371.52	0.96	0	0
889	343.68	0.8	0	0
890	305.92	1.12	0	0
891	250.56	0.32	0	0
892	193.44	0.16	0	0
893	163.04	0.64	0	0
894	171.68	0.32	0	0
895	174.88	0.32	0	0
896	204	0.64	0	0
897	242.72	0.32	0	0
898	309.44	0.64	0	0
899	358.72	0.64	0	0
900	368.16	0.32	0	0
901	353.44	0.32	0	0
902	305.44	0.32	0	0
903	246.24	0.8	0	0
904	201.28	0.64	0	0
905	166.88	0.48	0	0
906	160.16	0.32	0	0
907	180.48	0.8	0	0
908	209.6	0.48	0	0
909	245.6	0.32	0	0
910	312.16	0.16	0	0
911	370.08	0.32	0	0
912	358.56	0.96	0	0
913	366.88	0.32	0	0
914	307.84	0.48	0	0
915	245.92	0.48	0	0
916	200.16	0.64	0	0
917	160.96	0.96	0	0
918	154.72	0.64	0	0
919	165.44	0.48	0	0
920	198.56	0.16	0	0
921	248.96	0.16	0	0
922	321.76	0	0	0
923	389.12	0.96	0	0
924	379.68	0.96	0	0
925	338.56	0.64	0	0
926	302.88	1.44	0	0
927	255.2	0.32	0	0
928	208.48	0	0	0
929	168.48	0.16	0	0
930	163.52	0.64	0	0
931	171.2	0.48	0	0
932	201.92	0.48	0	0
933	242.72	0	0	0
934	318.24	0.16	0	0
935	371.84	0.16	0	0
936	373.12	0.96	0	0
937	345.28	0.16	0	0
938	302.72	0.16	0	0
939	243.36	0.16	0	0
940	197.12	0.96	0	0
941	161.76	1.28	0	0
942	163.68	0.32	0	0
943	170.24	0.48	0	0
944	206.56	0.48	0	0
945	240.32	0	0	0
946	322.72	0.48	0	0
947	380.16	0.32	0	0
948	363.04	0.16	0	0
949	355.2	0.8	0	0
950	304	0.16	0	0
951	243.84	0.48	0	0
952	203.52	0.64	0	0
953	166.24	0.32	0	0
954	159.68	0.32	0	0
955	174.56	0.16	0	0
956	200.32	0.16	0	0
957	243.36	0.32	0	0
958	326.56	0.48	0	0
959	372.64	0.48	0	0
960	370.08	0.32	0	0
961	352.48	0.32	0	0
962	311.84	0.16	0	0
963	242.88	0.64	0	0
964	197.12	0.48	0	0
965	167.36	0.64	0	0
966	161.76	0.8	0	0
967	171.68	0.48	0	0
968	196.8	0.48	0	0
969	240.64	0.64	0	0
970	323.2	0.16	0	0
971	370.88	0.48	0	0
972	386.72	0.64	0	0
973	351.68	0.16	0	0
974	310.88	0.32	0	0
975	251.04	0.64	0	0
976	199.68	0.96	0	0
977	162.88	0	0	0
978	157.44	0	0	0
979	164.96	0.32	0	0
980	199.68	0.32	0	0
981	243.36	0.48	0	0
982	320.48	0.48	0	0
983	384.48	0.64	0	0
984	380.8	0	0	0
985	356.48	0.64	0	0
986	317.76	0	0	0
987	243.2	0.64	0	0
988	208.8	0.32	0	0
989	170.24	0.32	0	0
990	162.4	0	0	0
991	178.4	0.48	0	0
992	203.04	0.32	0	0
993	236.48	0.48	0	0
994	325.92	0.96	0	0
995	384.48	0.48	0	0
996	393.92	0.8	0	0
997	353.6	0.48	0	0
998	291.04	0.16	0	0
999	238.08	0.32	0	0
1000	208.48	0.64	0	0
1001	174.56	0.16	0	0
1002	170.08	0.32	0	0
1003	169.44	0.32	0	0
1004	203.52	0.32	0	0
1005	240.16	0.16	0	0
1006	320.16	0.8	0	0
1007	391.2	0.16	0	0
1008	389.76	0.64	0	0
1009	357.92	0.48	0	0
1010	299.36	0.48	0	0
1011	242.4	0.48	0	0
1012	203.52	0.32	0	0
1013	168.16	0.48	0	0
1014	161.12	0.48	0	0
1015	180.32	0.8	0	0
1016	208.8	0.48	0	0
1017	246.88	0.8	0	0
1018	334.88	0.32	0	0
1019	391.04	0	0	0
1020	381.44	0.48	0	0
