iter	wsg	dbh	basal	dr
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.573925	0.00501821	0.00553897	0.00553897
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.0163781	0.00604228	0.00604228
1199	0.535209	0.0664975	0.00604228	0.00604228
1199	0.535209	0.0212894	0.00604228	0.00604228
1199	0.535209	0.0252711	0.00604228	0.00604228
1199	0.535209	0.0213622	0.00604228	0.00604228
1199	0.535209	0.00634803	0.00604228	0.00604228
1199	0.535209	0.00644671	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.00595421	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.00507675	0.00604228	0.00604228
1199	0.535209	0.00588182	0.00604228	0.00604228
1199	0.535209	0.0192974	0.00604228	0.00604228
1199	0.535209	0.229405	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.459318	0.00604228	0.00604228
1199	0.535209	0.115622	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.348974	0.00604228	0.00604228
1199	0.535209	0.0382724	0.00604228	0.00604228
1199	0.429067	0.005	0.00742213	0.00742213
1199	0.535209	0.00560093	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.117295	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.0050426	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	12.006
1199	0.535209	0.0570415	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.689479	0.005	0.00403677	12.004
1199	0.689479	0.005	0.00403677	0.00403677
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.504933	0.005	0.00643587	0.00643587
1199	0.504933	0.005	0.00643587	0.00643587
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.00630227	0.00604228	0.00604228
1199	0.535209	0.0132371	0.00604228	0.00604228
1199	0.535209	0.00632522	0.00604228	0.00604228
1199	0.429067	0.005	0.00742213	0.00742213
1199	0.535209	0.0586571	0.00604228	0.00604228
1199	0.535209	0.00502586	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.504933	0.005	0.00643587	0.00643587
1199	0.429067	0.005	0.00742213	0.00742213
1199	0.535209	0.0175738	0.00604228	0.00604228
1199	0.535209	0.007878	0.00604228	0.00604228
1199	0.535209	0.0177665	0.00604228	0.00604228
1199	0.535209	0.00502748	0.00604228	0.00604228
1199	0.535209	0.00525641	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	12.006
1199	0.535209	0.299606	0.00604228	0.00604228
1199	0.535209	0.0594123	0.00604228	0.00604228
1199	0.535209	0.0144717	0.00604228	0.00604228
1199	0.535209	0.00618259	0.00604228	0.00604228
1199	0.535209	0.0784839	0.00604228	0.00604228
1199	0.535209	0.0332517	0.00604228	0.00604228
1199	0.535209	0.011546	0.00604228	0.00604228
1199	0.535209	0.0432253	0.00604228	0.00604228
1199	0.535209	0.01172	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.00513007	0.00604228	0.00604228
1199	0.535209	0.00575763	0.00604228	0.00604228
1199	0.504933	0.005453	0.00643587	0.00643587
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.441953	0.00604228	0.00604228
1199	0.535209	0.0288018	0.00604228	0.00604228
1199	0.535209	0.229182	0.00604228	0.00604228
1199	0.535209	0.0130803	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.429067	0.005	0.00742213	0.00742213
1199	0.388145	0.005	0.00795412	0.00795412
1199	0.535209	0.0315105	0.00604228	0.00604228
1199	0.504933	0.005	0.00643587	12.0064
1199	0.535209	0.0405622	0.00604228	0.00604228
1199	0.535209	0.00986208	0.00604228	0.00604228
1199	0.46	0.005	0.00702	0.00702
1199	0.689479	0.005	0.00403677	0.00403677
1199	0.535209	0.0255764	0.00604228	0.00604228
1199	0.535209	0.0573659	0.00604228	0.00604228
1199	0.46	0.005	0.00702	12.007
1199	0.535209	0.00633289	0.00604228	0.00604228
1199	0.535209	0.0827668	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.0202073	0.00604228	0.00604228
1199	0.429067	0.00503401	0.00742213	0.00742213
1199	0.535209	0.0102917	0.00604228	0.00604228
1199	0.535209	0.0052602	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.0696756	0.00604228	0.00604228
1199	0.689479	0.005	0.00403677	0.00403677
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.388145	0.005	0.00795412	0.00795412
1199	0.388145	0.005	0.00795412	0.00795412
1199	0.689479	0.005	0.00403677	0.00403677
1199	0.573925	0.005	0.00553897	0.00553897
1199	0.573925	0.005	0.00553897	12.0055
1199	0.535209	0.034783	0.00604228	0.00604228
1199	0.535209	0.0305229	0.00604228	0.00604228
1199	0.573925	0.005	0.00553897	0.00553897
1199	0.576523	0.005	0.0055052	0.0055052
1199	0.576523	0.005	0.0055052	0.0055052
1199	0.535209	0.005	0.00604228	12.006
1199	0.535209	0.0228289	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.183927	0.00604228	0.00604228
1199	0.535209	0.0444393	0.00604228	0.00604228
1199	0.535209	0.0334569	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.00588426	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.00564197	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.429067	0.005	0.00742213	0.00742213
1199	0.535209	0.0581415	0.00604228	0.00604228
1199	0.429067	0.005	0.00742213	0.00742213
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.00577743	0.00604228	0.00604228
1199	0.388145	0.005	0.00795412	0.00795412
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.689479	0.005	0.00403677	0.00403677
1199	0.535209	0.0496857	0.00604228	0.00604228
1199	0.535209	0.00613943	0.00604228	0.00604228
1199	0.535209	0.0571836	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	12.006
1199	0.576523	0.005	0.0055052	0.0055052
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.689479	0.005	0.00403677	0.00403677
1199	0.504933	0.005	0.00643587	0.00643587
1199	0.535209	0.0658597	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.689479	0.005	0.00403677	0.00403677
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.504933	0.005	0.00643587	0.00643587
1199	0.535209	0.0650045	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.00500997	0.00604228	0.00604228
1199	0.535209	0.00505306	0.00604228	0.00604228
1199	0.535209	0.00504126	0.00604228	12.006
1199	0.535209	0.00508021	0.00604228	0.00604228
1199	0.535209	0.0062908	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	12.006
1199	0.535209	0.0106319	0.00604228	0.00604228
1199	0.535209	0.00632161	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.00501193	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.0320914	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.00503502	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.005	0.00604228	0.00604228
1199	0.535209	0.0499172	0.00604228	0.00604228
1199	0.535209	0.0305898	0.00604228	0.00604228
